301 8655 Jones Road,"$548,000",2,2,Built in 1991 (29 yrs old),"$1,546",$380,Brighouse South,Apt/Condo,Freehold Strata,1 Storey,R2521993,Andy Dai PREC*,Nu Stream Realty Inc.,23 Days on REW,"Drapes/window Coverings, Fireplace Insert, Garage Door Opener, Smoke Alarm, Vaulted Ceiling","Central Location, Recreation Nearby, Shopping Nearby","Disposal - Waste, Washer/Dryer/Fridge/Stove/Dishwasher","Elevator, Exercise Centre, In Suite Laundry",1,,,,,,,
104 7671 Abercrombie Drive,"$669,900",2,2,Built in 1986 (34 yrs old),"$2,122",$471,Brighouse South,Apt/Condo,Freehold Strata,"1 Storey,Inside Unit",R2516289,Andrea Chu PREC*,RE/MAX Westcoast,Patti Martin PREC*,RE/MAX Westcoast,48 Days on REW,"Adult Oriented, Central Location, Recreation Nearby, Shopping Nearby",Washer/Dryer/Fridge/Stove/Dishwasher,"Club House, Exercise Centre, In Suite Laundry, Oudoor Pool",1,,,,,,
602 7760 Granville Avenue,"$699,999",3,2,Built in 1998 (22 yrs old),"$2,010",$458,Brighouse South,Apt/Condo,Freehold Strata,Other,R2513098,Karen Zhao PREC*,RE/MAX Crest Realty,61 Days on REW,"Recreation Nearby, Shopping Nearby","Clothes Washer/Dryer, Dishwasher, Refrigerator, Stove","In Suite Laundry, Recreation Center, Sauna/Steam Room",,,,,,,,,
2 7080 St. Albans Road,"$1,238,000",4,3,Built in 2000 (20 yrs old),"$2,612",$710,Brighouse South,Townhouse,Freehold Strata,3 Level Split,R2511994,Karen Zhao PREC*,RE/MAX Crest Realty,63 Days on REW,"Garden, Recreation Center, Sauna/Steam Room, Swirlpool/Hot Tub",1,,,,,,,,,,
109 7080 No. 3 Road,"$679,800",2,3,Built in 2009 (11 yrs old),"$2,182",$498,Brighouse South,Apt/Condo,Freehold Strata,"2 Storey,Ground Level Unit",R2506571,Angela Huo,RE/MAX Westcoast,82 Days on REW,"Drapes/window Coverings, Smoke Alarm","Central Location, Greenbelt, Recreation Nearby, Shopping Nearby",Washer/Dryer/Fridge/Stove/Dishwasher,"Club House, Exercise Centre, Garden, In Suite Laundry, Playground, Sauna/Steam Room",,,,,,,,
309 7840 Moffatt Road,"$475,000",2,1,Built in 1988 (32 yrs old),"$1,491",$316,Brighouse South,Apt/Condo,Freehold Strata,"Corner Unit,Penthouse",R2503887,Carlo Capitulo PREC*,Oakwyn Realty Ltd.,89 Days on REW,"Central Location, Private Setting, Recreation Nearby, Shopping Nearby",Washer/Dryer/Fridge/Stove/Dishwasher,"In Suite Laundry, Storage",1,,,,,,,,
1009 7080 No. 3 Road,"$685,000",2,2,Built in 2009 (11 yrs old),"$1,991",$407,Brighouse South,Apt/Condo,Freehold Strata,"Inside Unit,Upper Unit",R2501639,Ken Cui PREC*,Nu Stream Realty Inc.,95 Days on REW,,,,,,,,,,,,
6 8711 Jones Road,"$768,000",3,3,Built in 1994 (26 yrs old),"$2,611",$334,Brighouse South,Townhouse,Freehold Strata,3 Storey,R2480339,James Hau PREC*,Faith Wilson Group,154 Days on REW,Garage Door Opener,"Central Location, Recreation Nearby, Shopping Nearby",Washer/Dryer/Fridge/Stove/Dishwasher,In Suite Laundry,1,,,,,,,
211 8200 Jones Road,"$559,800",2,1,Built in 1993 (27 yrs old),"$1,711",$351,Brighouse South,Apt/Condo,Freehold Strata,Corner Unit,R2429911,Andy Dai PREC*,Nu Stream Realty Inc.,341 Days on REW,Washer/Dryer/Fridge/Stove/Dishwasher,"Club House, Elevator, Exercise Centre, In Suite Laundry",1,,,,,,,,,
117 8300 General Currie Road,"$769,000",4,3,Built in 1991 (29 yrs old),"$2,004",$393,Brighouse South,Townhouse,Freehold Strata,"2 Storey,Corner Unit",R2524474,Vincent Lin PREC*,Pacific Evergreen Realty Ltd.,Alan Deng,Pacific Evergreen Realty Ltd.,10 Days on REW,Pantry,"Central Location, Private Yard, Recreation Nearby, Shopping Nearby",Washer/Dryer/Fridge/Stove/Dishwasher,In Suite Laundry,1,,,,,
204 8975 Jones Road,"$488,000",2,2,Built in 1993 (27 yrs old),"$1,535",$508,Brighouse South,Apt/Condo,Freehold Strata,Upper Unit,R2523852,Simon W Leung,Royal Pacific Riverside Realty Ltd.,12 Days on REW,"Adult Oriented, Central Location, Shopping Nearby",Washer/Dryer/Fridge/Stove/Dishwasher,"Bike Room, Club House, Exercise Centre, Guest Suite, In Suite Laundry, Workshop Attached",1,,,,,,,,
209 8391 Bennett Road,"$319,000",1,1,Built in 1979 (41 yrs old),$921,$297,Brighouse South,Apt/Condo,Freehold Strata,"1 Storey,Inside Unit",R2523661,Cedric Zhang,LeHomes Realty Premier,12 Days on REW,,,,,,,,,,,,
304 8655 Jones Road,"$588,888",2,2,Built in 1991 (29 yrs old),"$1,710",$531,Brighouse South,Apt/Condo,Freehold Strata,1 Storey,R2523274,Shaun Donnellan,eXp Realty,17 Days on REW,"Fireplace Insert, Garage Door Opener","Central Location, Recreation Nearby, Shopping Nearby",Washer/Dryer/Fridge/Stove/Dishwasher,"Elevator, Exercise Centre, In Suite Laundry",1,,,,,,,
201 7500 Abercrombie Drive,"$780,000",3,2,Built in 1989 (31 yrs old),"$1,640",$427,Brighouse South,Townhouse,Freehold Strata,Basement Entry,R2521430,Douglas Sang,Multiple Realty Ltd.,26 Days on REW,"Elevator, In Suite Laundry",2,,,,,,,,,,
216 7500 Minoru Boulevard,"$428,000",2,2,Built in 1986 (34 yrs old),"$1,389",$278,Brighouse South,Apt/Condo,Freehold Strata,Inside Unit,R2520707,Owen Bigland,Macdonald Realty Westmar,28 Days on REW,"Drapes/window Coverings, Smoke Alarm","Adult Oriented, Recreation Nearby, Shopping Nearby",Washer/Dryer/Fridge/Stove/Dishwasher,"Bike Room, Elevator, In Suite Laundry",1,,,,,,,
317 10631 No. 3 Road,"$409,800",2,2,Built in 1975 (45 yrs old),"$1,209",$418,Broadmoor,Apt/Condo,Freehold Strata,1 Storey,R2519951,Randy Larsen,Macdonald Realty Westmar,33 Days on REW,"Drapes/window Coverings, Storage Shed, Windows - Thermo","Adult Oriented, Private Setting, Recreation Nearby, Shopping Nearby","Dishwasher, Refrigerator, Stove","Elevator, Exercise Centre, In Suite Laundry, Oudoor Pool, Recreation Center, Sauna/Steam Room",1,,,,,,,
10100 Deagle Road,"$2,368,000",5,6,70 ft x 132 ft (9240 ft²),Built in 1995 (25 yrs old),"$6,851",Broadmoor,House,Freehold NonStrata,2 Storey,132,70.00 feet,R2518504,Elaine Wu PREC*,LeHomes Realty Premier,40 Days on REW,"Fireplace Insert, Oven - Built In","Dishwasher, In Suite Laundry, Microwave, Refrigerator, Stove, Washer/Dryer/Fridge/Stove/Dishwasher",,,,,,,,
8160 Gilbert Road,"$2,780,000",5,6,66 ft x 131 ft (8646 ft²),Built in 2017 (3 yrs old),"$9,095",Broadmoor,House,Freehold NonStrata,2 Storey,131,66.00 feet,R2515301,Aaron Cheng PREC*,Sutton Group - 1st West Realty,53 Days on REW,"Air Conditioning, Central Location, Drapes/window Coverings, Intercom, Private Setting, Private Yard, Security System, Smoke Alarm, Sprinkler - Fire","Recreation Nearby, Shopping Nearby","Microwave, Washer/Dryer/Fridge/Stove/Dishwasher",1,Yes,,,,,
7680 Sunnyholme Crescent,"$2,480,000",5,4,70 ft x 110 ft (8631 ft²),Built in 1967 (53 yrs old),"$7,137",Broadmoor,House,Freehold NonStrata,2 Storey,110,70.00 feet,R2505619,Kathy Xu PREC*,Luxmore Realty,83 Days on REW,2,,,,,,,,,
7271 Lismer Avenue,"$1,799,900",5,3,7022 ft²,Built in 1976 (44 yrs old),"$5,623",Broadmoor,House,Freehold NonStrata,2 Storey,66.00 feet,R2504313,David Foster,2 Percent Westview Realty,88 Days on REW,"Central Location, Oven - Built In, Private Setting, Private Yard","Golf Course Nearby, Shopping Nearby",Washer/Dryer/Fridge/Stove/Dishwasher,2,,,,,,,
7879 Tweedsmuir Avenue,"$3,968,000",5,6,100 ft x 102 ft (8604 ft²),Built in 2015 (5 yrs old),"$8,768",Broadmoor,House,Freehold NonStrata,"2 Storey,Corner Unit",102,100.00 feet,R2500807,Frank Peng PREC*,Dracco Pacific Realty,Angela Zhou PREC*,Dracco Pacific Realty,97 Days on REW,"Air Conditioning, Drapes/window Coverings, Fireplace Insert, Garage Door Opener, Oven - Built In, Security System, Sprinkler - Inground, Treed, Vacuum - Built In","Recreation Nearby, Shopping Nearby","Microwave, Washer/Dryer/Fridge/Stove/Dishwasher",2,Yes,,,
7200 Williams Road,"$1,798,000",3,2,9240 ft²,Built in 1955 (65 yrs old),"$4,977",Broadmoor,House,Freehold NonStrata,2 Storey,66.00 feet,R2493793,Nick Neacsu PREC*,"Angell, Hasman & Associates Realty Ltd.",Jack Liu,"Angell, Hasman & Associates Realty Ltd.",D.J. Denner,"Angell, Hasman & Associates Realty Ltd.",117 Days on REW,Central Location,"Recreation Nearby, Shopping Nearby",1,,,,
10871 Bamberton Drive,"$3,028,000",3,2,93 ft x 110 ft (10230 ft²),Built in 1974 (46 yrs old),"$6,528",Broadmoor,House,Freehold NonStrata,Rancher/Bungalow,110,93.00 feet,R2489947,Vikas Anand PREC*,RE/MAX Westcoast,126 Days on REW,,,,,,,,,,
10 7600 Blundell Road,"$1,248,000",4,3,Built in 1997 (23 yrs old),"$3,527",$388,Broadmoor,Townhouse,Freehold Strata,2 Storey,R2485735,Steven C Li PREC*,Nu Stream Realty Inc.,Yinghua Zhuang,Nu Stream Realty Inc.,138 Days on REW,Washer/Dryer/Fridge/Stove/Dishwasher,In Suite Laundry,1,,,,,,,
7320 Nevis Drive,"$3,999,000",5,6,13333 ft²,Built in 2018 (2 yrs old),"$10,450",Broadmoor,House,Freehold NonStrata,2 Storey,86.00 feet,R2466662,Jonathan Lu PREC*,Keller Williams Realty VanCentral,193 Days on REW,2,,,,,,,,,,
7151 Francis Road,"$1,880,000",4,3,73 ft x 150 ft (11055 ft²),Built in 1977 (43 yrs old),"$6,480",Broadmoor,House,Freehold NonStrata,2 Storey,150,73.70 feet,R2461236,Sam Chen PREC*,Nu Stream Realty Inc.,David Cui,Nu Stream Realty Inc.,209 Days on REW,Drapes/window Coverings,Washer/Dryer/Fridge/Stove/Dishwasher,2,,,,,
10120 Bamberton Drive,"$1,790,000",4,3,60 ft x 108 ft (6480 ft²),Built in 1973 (47 yrs old),"$5,484",Broadmoor,House,Freehold NonStrata,3 Level Split,108,60.00 feet,R2458545,Ken Cui PREC*,Nu Stream Realty Inc.,217 Days on REW,"Central Location, Private Yard, Vaulted Ceiling","Recreation Nearby, Shopping Nearby",Washer/Dryer/Fridge/Stove/Dishwasher,1,,,,,,
14 7288 Blundell Road,"$1,148,000",4,3,Built in 2011 (9 yrs old),"$3,522",$257,Broadmoor,Townhouse,Freehold Strata,2 Storey,R2437064,Steven C Li PREC*,Nu Stream Realty Inc.,313 Days on REW,"Drapes/window Coverings, Garage Door Opener, Security System, Smoke Alarm","Central Location, Recreation Nearby, Shopping Nearby",Washer/Dryer/Fridge/Stove/Dishwasher,"In Suite Laundry, Playground",,,,,,,,
7211 Williams Road,"$2,088,000",6,6,66 ft x 126 ft (8316 ft²),Built in 1990 (30 yrs old),"$5,903",Broadmoor,House,Freehold NonStrata,2 Storey,126,66.00 feet,R2524976,Jenny Yu PREC*,Sutton Group Seafair Realty,3 Days on REW,Garage Door Opener,"Recreation Nearby, Shopping Nearby",Washer/Dryer/Fridge/Stove/Dishwasher,2,,,,,,
2 7600 Francis Road,"$524,900",2,2,Built in 1987 (33 yrs old),"$1,606",$423,Broadmoor,Apt/Condo,Freehold Strata,Ground Level Unit,R2524232,Gerri Torres,Team 3000 Realty Ltd.,11 Days on REW,"Drapes/window Coverings, Garage Door Opener",Central Location,"Clothes Washer/Dryer, Dishwasher, Range Top, Refrigerator","In Suite Laundry, Recreation Center, Storage",1,,,,,,,
7200 Afton Drive,"$1,699,000",3,1,131 ft x 68 ft (8210 ft²),Built in 1959 (61 yrs old),"$4,444",Broadmoor,House,Freehold NonStrata,1 Storey,68,131.00 feet,R2521606,Robin Fu PREC*,Sutton Group-West Coast Realty,25 Days on REW,Central Location,"Clothes Washer/Dryer, Refrigerator, Stove",,,,,,,,
8 7871 Francis Road,"$725,000",3,3,Built in 1989 (31 yrs old),"$2,410",$330,Broadmoor,Townhouse,Freehold Strata,"2 Storey,End Unit",R2519886,Sylvia Mahal,Macdonald Realty Westmar,33 Days on REW,"Central Location, Recreation Nearby, Shopping Nearby",Washer/Dryer/Fridge/Stove/Dishwasher,1,,,,,,,,,
6331 Kalamalka Crescent,"$2,598,000",5,6,85 ft x 82 ft (7000 ft²),Built in 2017 (3 yrs old),"$7,940",Granville,House,Freehold NonStrata,2 Storey,82.35,85.00 feet,R2522531,Karen Zhao PREC*,RE/MAX Crest Realty,19 Days on REW,Drapes/window Coverings,Washer/Dryer/Fridge/Stove/Dishwasher,1,,,,,,,
304 7240 Lindsay Road,"$268,000",2,1,Built in 1974 (46 yrs old),$0,$468,Granville,Apt/Condo,Leasehold prepaid-NonStrata,"1 Storey,Corner Unit",R2519993,Tracy Hu PREC*,LeHomes Realty,31 Days on REW,,,,,,,,,,,,
315 7240 Lindsay Road,"$299,000",3,1,Built in 1974 (46 yrs old),$0,$593,Granville,Apt/Condo,Leasehold prepaid-NonStrata,Inside Unit,R2519733,Henry So PREC*,RE/MAX Crest Realty,34 Days on REW,"Gated Complex, Recreation Nearby","Dishwasher, Refrigerator, Stove",Shared Laundry,,,,,,,,,
7531 Chelsea Road,"$1,688,000",2,2,66 ft x 128 ft (8113 ft²),Built in 1962 (58 yrs old),"$5,310",Granville,House,Freehold NonStrata,2 Storey,128 and 117,66.00 feet,R2518196,Elaine Wu PREC*,LeHomes Realty Premier,41 Days on REW,1,,,,,,,,,
7080 No. 2 Road,"$2,600,000",3,2,75 ft x 131 ft (10199 ft²),"$6,365",Granville,House,Freehold NonStrata,"3 Level Split,Split Entry",131,75.00 feet,R2513050,Gurdial S Badh (Dale),RE/MAX Real Estate Services,61 Days on REW,Central Location,"Recreation Nearby, Shopping Nearby",1,,,,,,,,
7060 No. 2 Road,"$2,600,000",2,1,75 ft x 131 ft (9825 ft²),Built in 1959 (61 yrs old),"$6,365",Granville,House,Freehold NonStrata,"1 Storey,Rancher/Bungalow",131,75.00 feet,R2513033,Gurdial S Badh (Dale),RE/MAX Real Estate Services,61 Days on REW,"Central Location, Drapes/window Coverings, Storage Shed","Recreation Nearby, Shopping Nearby","Clothes Washer/Dryer, Range Top, Refrigerator",1,,,,,,
7040 No. 2 Road,"$1,920,000",3,3,7359 ft²,Built in 1974 (46 yrs old),"$4,384",Granville,House,Freehold NonStrata,3 Level Split,60.00 feet,R2511030,Gurdial S Badh (Dale),RE/MAX Real Estate Services,66 Days on REW,"Central Location, Drapes/window Coverings, Pantry, Paved Road, Private Setting, Private Yard","In Suite Laundry, Recreation Nearby, Shopping Nearby","Microwave, Range Top, Washer/Dryer/Fridge/Stove/Dishwasher",,,,,,,,
6031 Christina Road,"$2,550,000",4,6,6006 ft²,Built in 2020 (0 yrs old),"$4,885",Granville,House,Freehold NonStrata,2 Storey,0.00 feet,R2510653,Karen Zhao PREC*,RE/MAX Crest Realty,69 Days on REW,2,,,,,,,,,,
7428 Bassett Place,"$4,288,800",5,7,9041 ft²,Built in 2020 (0 yrs old),"$8,485",Granville,House,Freehold NonStrata,2 Storey,Heat Recovery Ventilator,0.00 feet,R2507453,Johnson Syyong PREC*,RE/MAX Westcoast,80 Days on REW,"Air Conditioning, Central Location, Cul-de-Sac, Drapes/window Coverings, Garage Door Opener, Heat Recovery Ventilator, Private Setting, Private Yard, Security System, Sprinkler - Inground, Vacuum - Built In, Wet Bar","Recreation Nearby, Shopping Nearby, Swimming Pool Equipment",Washer/Dryer/Fridge/Stove/Dishwasher,2,Yes,,,,,
5611 Blundell Road,"$2,800,000",2,2,66 ft x 36 ft (7921 ft²),Built in 1957 (63 yrs old),"$4,497",Granville,House,Freehold NonStrata,1 Storey,36.58,66.01 feet,R2493921,A.V. Sayson PREC*,RE/MAX City Realty,116 Days on REW,Central Location,Shopping Nearby,1,,,,,,,
6191 Granville Crescent,"$2,589,000",4,5,60 ft x 100 ft (6000 ft²),Built in 2015 (5 yrs old),"$7,156",Granville,House,Freehold NonStrata,2 Storey,100,60.00 feet,R2487374,Crystal Wang PREC*,Sutton Group - 1st West Realty,131 Days on REW,"Air Conditioning, Central Location, Drapes/window Coverings, Fireplace Insert, Garage Door Opener, Oven - Built In, Private Yard, Security System, Vacuum - Built In","In Suite Laundry, Recreation Nearby, Shopping Nearby","Dishwasher, Microwave, Washer/Dryer/Fridge/Stove/Dishwasher",3,Yes,,,,,
6040 Thetis Place,"$3,299,000",5,6,7770 ft²,Built in 2019 (1 yrs old),"$6,700",Granville,House,Freehold NonStrata,2 Storey,Heat Recovery Ventilator,0.00 feet,R2481415,Crystal Wang PREC*,Sutton Group - 1st West Realty,151 Days on REW,"Central Location, Cul-de-Sac, Drapes/window Coverings, Fireplace Insert, Heat Recovery Ventilator, Intercom, Oven - Built In, Private Setting, Private Yard, Security System, Wet Bar","Central Air Conditioning, Garden, In Suite Laundry, Shopping Nearby","Range Top, Refrigerator, Washer/Dryer/Fridge/Stove/Dishwasher",2,Yes,,,,,
5 5988 Lancing Road,"$968,000",3,3,Built in 2005 (15 yrs old),$0,$188,Granville,Townhouse,Freehold Strata,3 Storey,R2480832,Sam Chen PREC*,Nu Stream Realty Inc.,David Cui,Nu Stream Realty Inc.,152 Days on REW,1,,,,,,,,,
6251 Skaha Crescent,"$2,999,000",6,5,7846 ft²,Built in 2015 (5 yrs old),"$7,543",Granville,House,Freehold NonStrata,2 Storey,157.00 feet,R2479542,Vikas Anand PREC*,RE/MAX Westcoast,155 Days on REW,,,,,,,,,,,
206 7260 Lindsay Road,"$238,000",2,1,Built in 1974 (46 yrs old),$0,$384,Granville,Apt/Condo,Leasehold prepaid-NonStrata,Upper Unit,R2519012,Shafik Ladha PREC*,RE/MAX Westcoast,39 Days on REW,"Central Location, Recreation Nearby, Shopping Nearby","Dishwasher, Refrigerator, Stove",Shared Laundry,,,,,,,,,
5651 Blundell Road,"$2,999,800",5,5,66 ft x 120 ft (7922 ft²),Built in 1994 (26 yrs old),"$6,114",Granville,House,Freehold NonStrata,2 Storey,120,66.00 feet,R2391062,A.V. Sayson PREC*,RE/MAX City Realty,Xenia Egorov,RE/MAX City Realty,525 Days on REW,Central Location,Shopping Nearby,,,,,,
5591 Blundell Road,"$2,800,000",3,2,20 ft x 36 ft (8002 ft²),Built in 1958 (62 yrs old),"$5,002",Granville,House,Freehold NonStrata,3 Level Split,36.58,20.50 feet,R2331677,A.V. Sayson PREC*,RE/MAX City Realty,715 Days on REW,Central Location,"In Suite Laundry, Shopping Nearby",Washer/Dryer/Fridge/Stove/Dishwasher,1,,,,,,
218 9233 Odlin Road,"$788,888",2,2,Built in 2020 (0 yrs old),$0,$390,West Cambie,Apt/Condo,Freehold Strata,Inside Unit,R2524665,Tracy Hu PREC*,LeHomes Realty,5 Days on REW,"Bike Room, Central Airconditioning, Elevator, Exercise Centre, Garden, In Suite Laundry",Yes,,,,,,,,,,
215 9233 Odlin Road,"$768,888",2,2,Built in 2020 (0 yrs old),$0,$390,West Cambie,Apt/Condo,Freehold Strata,Inside Unit,R2524653,Tracy Hu PREC*,LeHomes Realty,5 Days on REW,"Bike Room, Central Airconditioning, Elevator, Exercise Centre, Garden, In Suite Laundry",Yes,,,,,,,,,,
1601 8628 Hazelbridge Way,"$1,068,000",2,2,Built in 2018 (2 yrs old),"$2,982",$350,West Cambie,Apt/Condo,Freehold Strata,"Inside Unit,Upper Unit",R2524371,Grace Kwok,Anson Realty Ltd.,10 Days on REW,"Oven - Built In, Sprinkler - Fire","Air Conditioning, Central Location, Shopping Nearby","Microwave, Washer/Dryer/Fridge/Stove/Dishwasher","Club House, Exercise Centre, Indoor Pool, Sauna/Steam Room, Swirlpool/Hot Tub, Wheelchair Access",Yes,,,,,,,
1603 8628 Hazelbridge Way,"$1,149,900",2,2,Built in 2018 (2 yrs old),"$3,282",$386,West Cambie,Apt/Condo,Freehold Strata,Penthouse,R2524197,Grace Kwok,Anson Realty Ltd.,11 Days on REW,"Drapes/window Coverings, Smoke Alarm, Sprinkler - Fire","Air Conditioning, Central Location, Recreation Nearby, Shopping Nearby",Washer/Dryer/Fridge/Stove/Dishwasher,"Club House, Exercise Centre, Indoor Pool, Sauna/Steam Room, Swirlpool/Hot Tub",Yes,,,,,,,
1603 8628 Hazelbridge Way,"$1,149,900",2,2,Built in 2018 (2 yrs old),"$3,282",$386,West Cambie,Apt/Condo,Freehold Strata,Penthouse,R2524197,Grace Kwok,Anson Realty Ltd.,11 Days on REW,"Drapes/window Coverings, Smoke Alarm, Sprinkler - Fire","Air Conditioning, Central Location, Recreation Nearby, Shopping Nearby",Washer/Dryer/Fridge/Stove/Dishwasher,"Club House, Exercise Centre, Indoor Pool, Sauna/Steam Room, Swirlpool/Hot Tub",Yes,,,,,,,
705 8628 Hazelbridge Way,"$738,000",2,2,Built in 2018 (2 yrs old),"$2,374",$282,West Cambie,Apt/Condo,Freehold Strata,"5 Plus Level,Corner Unit",R2523297,Grace Kwok,Anson Realty Ltd.,17 Days on REW,"Oven - Built In, Sprinkler - Fire","Air Conditioning, Central Location, Shopping Nearby","Microwave, Washer/Dryer/Fridge/Stove/Dishwasher","Central Airconditioning, Club House, Exercise Centre, Independent living, Sauna/Steam Room, Swirlpool/Hot Tub",Yes,,,,,,,
301 8628 Hazelbridge Way,"$685,000",1,1,Built in 2018 (2 yrs old),"$2,097",$263,West Cambie,Apt/Condo,Freehold Strata,End Unit,R2523289,Grace Kwok,Anson Realty Ltd.,17 Days on REW,"Air Conditioning, Central Location, Shopping Nearby","Microwave, Washer/Dryer/Fridge/Stove/Dishwasher","Central Airconditioning, Club House, Exercise Centre, Indoor Pool, Sauna/Steam Room, Swirlpool/Hot Tub",Yes,,,,,,,,
913 8688 Hazelbridge Way,"$998,000",2,3,Built in 2018 (2 yrs old),"$3,101",$391,West Cambie,Apt/Condo,Freehold Strata,"5 Plus Level,Inside Unit",R2523193,Grace Kwok,Anson Realty Ltd.,17 Days on REW,"Drapes/window Coverings, Oven - Built In","Central Location, Shopping Nearby","Microwave, Washer/Dryer/Fridge/Stove/Dishwasher","Central Airconditioning, Club House, Indoor Pool, Sauna/Steam Room, Swirlpool/Hot Tub",Yes,,,,,,,
1705 3333 Sexsmith Road,"$1,499,000",3,2,Built in 2018 (2 yrs old),"$3,820",$459,West Cambie,Apt/Condo,Freehold Strata,"Corner Unit,Penthouse",R2522915,Grace Kwok,Anson Realty Ltd.,19 Days on REW,"Drapes/window Coverings, Oven - Built In, Smoke Alarm, Sprinkler - Fire","Air Conditioning, Central Location, Recreation Nearby, Shopping Nearby","Microwave, Washer/Dryer/Fridge/Stove/Dishwasher","Central Airconditioning, Club House, Garden, Indoor Pool, Sauna/Steam Room, Swirlpool/Hot Tub",Yes,,,,,,,
803 8628 Hazelbridge Way,"$779,000",2,2,Built in 2018 (2 yrs old),"$2,404",$289,West Cambie,Apt/Condo,Freehold Strata,5 Plus Level,R2520103,Ken Cui PREC*,Nu Stream Realty Inc.,32 Days on REW,"Smoke Alarm, Sprinkler - Fire","Air Conditioning, Shopping Nearby","Microwave, Washer/Dryer/Fridge/Stove/Dishwasher","Assisted Living, Club House, Garden, Indoor Pool, Sauna/Steam Room, Swirlpool/Hot Tub",Yes,,,,,,,
609 3111 Corvette Way,"$699,000",2,2,Built in 2009 (11 yrs old),"$2,323",$0,West Cambie,Apt/Condo,Freehold Strata,Upper Unit,R2518197,Marjan Mazaheri PREC*,Coldwell Banker Prestige Realty,41 Days on REW,Smoke Alarm,"Gated Complex, Golf Course Nearby, Marina Nearby, Private Yard, Shopping Nearby",Washer/Dryer/Fridge/Stove/Dishwasher,"Bike Room, Elevator, Exercise Centre, In Suite Laundry",,,,,,,,
327 9311 Alexandra Road,"$638,000",2,2,Built in 2015 (5 yrs old),"$1,920",$347,West Cambie,Apt/Condo,Freehold Strata,"1 Storey,Upper Unit",R2516978,Tiffany Chen PREC*,Pacific Evergreen Realty Ltd.,Daniel Chen,Pacific Evergreen Realty Ltd.,44 Days on REW,Air Conditioning,"Central Location, Gated Complex, Recreation Nearby, Shopping Nearby",Washer/Dryer/Fridge/Stove/Dishwasher,"Club House, Guest Suite, In Suite Laundry, Oudoor Pool, Storage",1,Yes,,,,
1707 3333 Sexsmith Road,"$1,199,000",2,2,Built in 2018 (2 yrs old),"$3,059",$1,West Cambie,Apt/Condo,Freehold Strata,Penthouse,R2516258,Morning Yu PREC*,LeHomes Realty First,Fan Yang,LeHomes Realty First,48 Days on REW,"Central Location, Gated Complex, Recreation Nearby","Central Airconditioning, Elevator, Garden, Sauna/Steam Room, Swirlpool/Hot Tub",Yes,,,,,,,
