408 23100 Garripie Avenue,"$599,000",2,2,Built in 2020 (0 yrs old),$0,$325,Hamilton,Apt/Condo,Freehold Strata,1 Storey,R2520238,Austin Kay,RE/MAX Austin Kay Realty,32 Days on REW,"Adult Oriented, Recreation Nearby, Shopping Nearby",Washer/Dryer/Fridge/Stove/Dishwasher,"Club House, In Suite Laundry, Indoor Pool, Recreation Center, Swirlpool/Hot Tub",,,,,,,,,
419 23222 Gilley Road,"$679,900",2,2,Built in 2023 (-3 yrs old),$0,$456,Hamilton,Apt/Condo,Freehold Strata,1 Storey,R2519553,Sean Lawson PREC*,RE/MAX Westcoast,34 Days on REW,Pantry,"Marina Nearby, Recreation Nearby, Shopping Nearby","Microwave, Washer/Dryer/Fridge/Stove/Dishwasher","Exercise Centre, Indoor Pool, Recreation Center",,,,,,,,
403 23222 Gilley Road,"$559,900",2,2,Built in 2023 (-3 yrs old),$0,$456,Hamilton,Apt/Condo,Freehold Strata,1 Storey,R2519548,Sean Lawson PREC*,RE/MAX Westcoast,34 Days on REW,Pantry,"Marina Nearby, Recreation Nearby, Shopping Nearby","Microwave, Washer/Dryer/Fridge/Stove/Dishwasher","Exercise Centre, Indoor Pool, Recreation Center",,,,,,,,
322 23222 Gilley Road,"$619,900",2,2,Built in 2023 (-3 yrs old),$0,$456,Hamilton,Apt/Condo,Freehold Strata,1 Storey,R2519545,Sean Lawson PREC*,RE/MAX Westcoast,34 Days on REW,Pantry,"Marina Nearby, Recreation Nearby, Shopping Nearby","Microwave, Washer/Dryer/Fridge/Stove/Dishwasher","Exercise Centre, Indoor Pool, Recreation Center",,,,,,,,
309 23222 Gilley Road,"$565,900",2,2,Built in 2023 (-3 yrs old),$0,$451,Hamilton,Apt/Condo,Freehold Strata,1 Storey,R2519541,Sean Lawson PREC*,RE/MAX Westcoast,34 Days on REW,Pantry,"Marina Nearby, Recreation Nearby, Shopping Nearby","Microwave, Washer/Dryer/Fridge/Stove/Dishwasher","Exercise Centre, Indoor Pool, Recreation Center",,,,,,,,
5575 Mcrae Street,"$1,218,000",5,3,39 ft x 98 ft (3875 ft²),Built in 1993 (27 yrs old),"$3,031",Hamilton,House,Freehold NonStrata,2 Storey,98.6,39.40 feet,R2518709,Austin Kay,RE/MAX Austin Kay Realty,39 Days on REW,"Air Conditioning, Central Location, Garage Door Opener","Recreation Nearby, Shopping Nearby","Microwave, Washer/Dryer/Fridge/Stove/Dishwasher",1,Yes,,,,,
413 23233 Gilley Road,"$699,900",2,2,Built in 2020 (0 yrs old),$0,$0,Hamilton,Apt/Condo,Freehold Strata,1 Storey,R2513326,Gurdial S Badh (Dale),RE/MAX Real Estate Services,60 Days on REW,Drapes/window Coverings,"Central Location, Marina Nearby, Recreation Nearby, Shopping Nearby","Dishwasher, Microwave, Range Top, Refrigerator, Washer/Dryer/Fridge/Stove/Dishwasher","Club House, Elevator, Exercise Centre, Indoor Pool, Recreation Center, Storage",,,,,,,,
23740 Dyke Road,"$399,000",3,1,436 ft²,Built in 2018 (2 yrs old),$0,Hamilton,House,Other,"Carriage/Coach House,Floating Home",1.00 feet,R2510478,Judy Ross,Royal LePage Westside,67 Days on REW,"Adult Oriented, Drapes/window Coverings, Pantry, Private Setting, Smoke Alarm, Sprinkler - Fire, Vaulted Ceiling",Marina Nearby,"Clothes Washer/Dryer, Dishwasher, Microwave, Range Top, Refrigerator",,,,,,,,
412 23233 Gilley Road,"$629,000",2,2,Built in 2020 (0 yrs old),$0,$410,Hamilton,Apt/Condo,Freehold Strata,Upper Unit,R2495923,Gurdial S Badh (Dale),RE/MAX Real Estate Services,109 Days on REW,Smoke Alarm,"Central Location, Gated Complex, Recreation Nearby, Shopping Nearby","Microwave, Washer/Dryer/Fridge/Stove/Dishwasher","Club House, Elevator, Exercise Centre, Garden, Indoor Pool, Recreation Center",,,,,,,,
203 23233 Gilley Road,"$678,800",2,2,Built in 2019 (1 yrs old),$0,$415,Hamilton,Apt/Condo,Freehold Strata,1 Storey,R2491443,Sean Lawson PREC*,RE/MAX Westcoast,123 Days on REW,Pantry,"Marina Nearby, Recreation Nearby, Shopping Nearby","Microwave, Washer/Dryer/Fridge/Stove/Dishwasher","Exercise Centre, Indoor Pool, Recreation Center",,,,,,,,
5251 Brock Street,"$1,150,000",5,3,45 ft x 96 ft (4394 ft²),Built in 1993 (27 yrs old),"$3,282",Hamilton,House,Freehold NonStrata,2 Storey,96.78,45.40 feet,R2447316,Sylvie Zhao PREC*,RE/MAX Crest Realty,280 Days on REW,Central Location,"Recreation Nearby, Shopping Nearby",Washer/Dryer/Fridge/Stove/Dishwasher,2,,,,,,
6531 No. 2 Road,"$1,980,000",5,3,66 ft x 135 ft (8908 ft²),Built in 1968 (52 yrs old),"$5,744",Riverdale,House,Freehold NonStrata,2 Storey,135,66.00 feet,R2524395,Sylvie Zhao PREC*,RE/MAX Crest Realty,10 Days on REW,Washer/Dryer/Fridge/Stove/Dishwasher,1,,,,,,,,
4651 Tilton Road,"$2,748,000",5,6,0 ft x 0 ft (9426 ft²),Built in 2009 (11 yrs old),"$9,427",Riverdale,House,Freehold NonStrata,2 Storey,0,0.00 feet,R2521102,Kathy Xu PREC*,Luxmore Realty,26 Days on REW,"Jetted Bathtub, Security System, Smoke Alarm, Sprinkler - Inground","Air Conditioning, Central Air Conditioning, Sauna",Washer/Dryer/Fridge/Stove/Dishwasher,4,Yes,,,,,
108 5900 Dover Crescent,"$568,000",2,2,Built in 1995 (25 yrs old),"$1,803",$427,Riverdale,Apt/Condo,Freehold Strata,1 Storey,R2520817,Steven C Li PREC*,Nu Stream Realty Inc.,Yinghua Zhuang,Nu Stream Realty Inc.,28 Days on REW,Drapes/window Coverings,Washer/Dryer/Fridge/Stove/Dishwasher,"Elevator, In Suite Laundry, Recreation Center",1,,,,,,
6031 Dover Road,"$1,890,000",7,5,68 ft x 77 ft (5266 ft²),Built in 1989 (31 yrs old),"$4,859",Riverdale,House,Freehold NonStrata,2 Storey,77.16,68.24 feet,R2520114,Henry Wu PREC*,LeHomes Realty Premier,32 Days on REW,"Drapes/window Coverings, Garage Door Opener, Oven - Built In, Security System, Smoke Alarm, Sprinkler - Fire, Storage Shed, Windows - Thermo","Microwave, Washer/Dryer/Fridge/Stove/Dishwasher",1,,,,,,,
5566 No. 1 Road,"$2,988,000",5,6,67 ft x 120 ft (8374 ft²),Built in 2015 (5 yrs old),"$8,142",Riverdale,House,Freehold NonStrata,2 Storey,120,67.00 feet,R2508279,Maggie Zhu PREC*,RE/MAX Crest Realty,75 Days on REW,"Air Conditioning, Security System, Smoke Alarm, Vacuum - Built In","Central Air Conditioning, In Suite Laundry","Microwave, Washer/Dryer/Fridge/Stove/Dishwasher",3,Yes,,,,,
5791 Easterbrook Road,"$3,650,000",5,6,69 ft x 117 ft (8072 ft²),Built in 2017 (3 yrs old),"$8,221",Riverdale,House,Freehold NonStrata,2 Storey,117,69.00 feet,R2500102,Fred Zhang PREC*,Sutton Group-West Coast Realty,Nancy Ho PREC*,Sutton Group-West Coast Realty,81 Days on REW,"Air Conditioning, Central Location, Drapes/window Coverings, Fireplace Insert, Garage Door Opener, Private Yard, Smoke Alarm, Sprinkler - Fire","Marina Nearby, Recreation Nearby, Shopping Nearby","Microwave, Washer/Dryer/Fridge/Stove/Dishwasher",2,Yes,,,
4691 Foxglove Crescent,"$3,280,000",6,6,60 ft x 114 ft (6855 ft²),Built in 2020 (0 yrs old),"$7,040",Riverdale,House,Freehold NonStrata,2 Storey,114,60.00 feet,R2501375,Shafik Ladha PREC*,RE/MAX Westcoast,Isabella Wong,RE/MAX Westcoast,96 Days on REW,"Air Conditioning, Central Location, Fireplace Insert, Garage Door Opener, Oven - Built In, Private Yard, Security System, Smoke Alarm, Vacuum - Built In","Recreation Nearby, Shopping Nearby",Washer/Dryer/Fridge/Stove/Dishwasher,2,Yes,,,
6300 Riverdale Drive,"$4,980,000",4,6,78 ft x 120 ft (9292 ft²),Built in 2020 (0 yrs old),"$5,722",Riverdale,House,Freehold NonStrata,2 Storey,120,78.00 feet,R2481059,Kathy Xu PREC*,Luxmore Realty,152 Days on REW,Garage Door Opener,"Swimming Pool Equipment, Swirlpool/hot Tub",Washer/Dryer/Fridge/Stove/Dishwasher,2,,,,,,
308 5880 Dover Crescent,"$677,700",3,2,Built in 1996 (24 yrs old),"$2,178",$470,Riverdale,Apt/Condo,Freehold Strata,1 Storey,R2476386,Elaine Wu PREC*,LeHomes Realty Premier,165 Days on REW,"Drapes/window Coverings, Garage Door Opener, Smoke Alarm",Washer/Dryer/Fridge/Stove/Dishwasher,"Club House, Exercise Centre, Garden, In Suite Laundry",1,,,,,,,,
6840 No 1 Road,"$3,688,000",6,7,60 ft x 198 ft (11884 ft²),Built in 2018 (2 yrs old),"$10,141",Riverdale,House,Freehold NonStrata,2 Storey,198,60.00 feet,R2476516,Shafik Ladha PREC*,RE/MAX Westcoast,166 Days on REW,"Air Conditioning, Central Location, Drapes/window Coverings, Oven - Built In, Security System, Wine Cooler","Golf Course Nearby, Marina Nearby, Recreation Nearby, Shopping Nearby","Clothes Washer/Dryer, Dishwasher, Microwave, Range Top, Refrigerator",2,Yes,,,,,
4028 Tucker Avenue,"$3,180,000",5,6,0 ft x 120 ft (8413 ft²),Built in 2020 (0 yrs old),"$9,093",Riverdale,House,Freehold NonStrata,2 Storey,120,0.00 feet,R2474752,Diane Wang PREC*,Royal Pacific Realty (Kingsway) Ltd.,171 Days on REW,"Central Location, Fireplace Insert, Garden, Private Setting, Private Yard, Security System, Smoke Alarm, Sprinkler - Inground, Vacuum - Built In, Wet Bar","Air Conditioning, Golf Course Nearby, Recreation Nearby, Shopping Nearby","Disposal - Waste, Washer/Dryer/Fridge/Stove/Dishwasher",1,Yes,,,,,
6551 Riverdale Drive,"$1,848,000",3,3,60 ft x 119 ft (7200 ft²),Built in 1974 (46 yrs old),"$5,673",Riverdale,House,Freehold NonStrata,2 Storey,119,60.00 feet,R2466186,Maggie Zhu PREC*,RE/MAX Crest Realty,195 Days on REW,"Central Location, Garage Door Opener",Shopping Nearby,"In Suite Laundry, Washer/Dryer/Fridge/Stove/Dishwasher",1,,,,,,
6780 Gibbons Drive,"$6,398,000",5,6,75 ft x 288 ft (21853 ft²),Built in 2020 (0 yrs old),"$17,739",Riverdale,House,Freehold NonStrata,2 Storey,Heat Recovery Ventilator,288,75.88 feet,R2457414,Crystal Wang PREC*,Sutton Group - 1st West Realty,222 Days on REW,"Air Conditioning, Central Location, Drapes/window Coverings, Fireplace Insert, Heat Recovery Ventilator, Intercom, Oven - Built In, Private Setting, Private Yard, Security System","Central Air Conditioning, Garden, In Suite Laundry, Sauna/steam Room, Shopping Nearby","Range Top, Refrigerator, Washer/Dryer/Fridge/Stove/Dishwasher",3,Yes,,,,
40 6100 Tiffany Boulevard,"$699,000",3,2,Built in 1980 (40 yrs old),"$2,091",$360,Riverdale,Townhouse,Freehold Strata,2 Storey,R2523996,Ken Chan,RE/MAX Crest Realty,11 Days on REW,"Central Location, Private Setting, Recreation Nearby, Rural Setting, Shopping Nearby",Washer/Dryer/Fridge/Stove/Dishwasher,"Garden, In Suite Laundry, Playground, Storage",,,,,,,,,
217 5900 Dover Crescent,"$509,900",2,1,Built in 1995 (25 yrs old),"$1,533",$338,Riverdale,Apt/Condo,Freehold Strata,Upper Unit,R2523365,Ahmed Raouf,Coldwell Banker Marquise Realty,13 Days on REW,"Greenbelt, Recreation Nearby, Shopping Nearby",Washer/Dryer/Fridge/Stove/Dishwasher,"Bike Room, Club House, Elevator, In Suite Laundry, Wheelchair Access",1,,,,,,,,
402 5860 Dover Crescent,"$459,000",1,1,Built in 1997 (23 yrs old),"$1,374",$332,Riverdale,Apt/Condo,Freehold Strata,Inside Unit,R2522356,Joanne Tseng,Royal Pacific Realty (Kingsway) Ltd.,18 Days on REW,"Smoke Alarm, Sprinkler - Fire","Central Location, Recreation Nearby, Shopping Nearby",Washer/Dryer/Fridge/Stove/Dishwasher,"Bike Room, Elevator, Exercise Centre, Garden, In Suite Laundry",1,,,,,,,
6100 Lynas Lane,"$1,368,000",4,3,32 ft x 98 ft (3233 ft²),Built in 1985 (35 yrs old),"$3,663",Riverdale,House,Freehold NonStrata,2 Storey,98.5,32.80 feet,R2522101,Clinton Au PREC*,Interlink Realty,21 Days on REW,Washer/Dryer/Fridge/Stove/Dishwasher,1,,,,,,,,
9060 Garden City Road,"$1,499,900",6,3,60 ft x 119 ft (7199 ft²),Built in 1970 (50 yrs old),"$3,885",Saunders,House,Freehold NonStrata,2 Storey,119.98,60.00 feet,R2523186,Shafik Ladha PREC*,RE/MAX Westcoast,17 Days on REW,Central Location,"Recreation Nearby, Shopping Nearby",Washer/Dryer/Fridge/Stove/Dishwasher,2,,,,,,
9431 Pinewell Crescent,"$3,288,000",5,6,9121 ft²,Built in 2016 (4 yrs old),"$8,117",Saunders,House,Freehold NonStrata,2 Storey,Heat Recovery Ventilator,66.00 feet,R2518377,Patrick Weeks PREC*,RE/MAX Select Properties,40 Days on REW,"Air Conditioning, Central Location, Drapes/window Coverings, Garage Door Opener, Heat Recovery Ventilator, Private Yard, Security System, Vacuum - Built In, Vaulted Ceiling, Wine Cooler","Recreation Nearby, Shopping Nearby","Microwave, Washer/Dryer/Fridge/Stove/Dishwasher",1,Yes,,,,,
9371 Bakerview Drive,"$2,280,000",14,12,71 ft x 129 ft (9174 ft²),Built in 2007 (13 yrs old),"$6,470",Saunders,House,Freehold NonStrata,2 Storey,129,71.00 feet,R2518281,Jillian Sun PREC*,LeHomes Realty First,Morning Yu PREC*,LeHomes Realty First,Fan Yang,LeHomes Realty First,40 Days on REW,Private Setting,"Recreation Nearby, Shopping Nearby",Clothes Washer/Dryer,,,
9151 Glendower Drive,"$2,598,000",5,5,60 ft x 103 ft (6206 ft²),Built in 2020 (0 yrs old),"$6,310",Saunders,House,Freehold NonStrata,2 Storey,103,60.00 feet,R2514785,Maggie Zhu PREC*,RE/MAX Crest Realty,54 Days on REW,"Air Conditioning, Central Location, Drapes/window Coverings, Oven - Built In, Private Yard, Security System, Vacuum - Built In","Central Air Conditioning, In Suite Laundry, Shopping Nearby","Microwave, Washer/Dryer/Fridge/Stove/Dishwasher",2,Yes,,,,,
9751 Pinewell Crescent,"$1,680,000",4,2,70 ft x 115 ft (8050 ft²),Built in 1963 (57 yrs old),"$4,756",Saunders,House,Freehold NonStrata,Split Entry,115,70.00 feet,R2508577,Andy Dai PREC*,Nu Stream Realty Inc.,75 Days on REW,2,,,,,,,,,
65 8111 Saunders Road,"$738,800",3,3,Built in 1975 (45 yrs old),"$2,063",$470,Saunders,Townhouse,Freehold Strata,2 Storey,R2450551,Henry Wu PREC*,LeHomes Realty Premier,257 Days on REW,"Adult Oriented, Central Location, Private Yard, Recreation Nearby, Shopping Nearby","Club House, Garden, In Suite Laundry, Indoor Pool, Sauna/Steam Room",1,,,,,,,,,
9511 Williams Road,"$4,480,000",6,4,140 ft x 113 ft (16056 ft²),Built in 1965 (55 yrs old),"$10,900",Saunders,House,Freehold NonStrata,2 Storey,113.45,140.74 feet,R2448731,Kathy Xu PREC*,Luxmore Realty,269 Days on REW,Microwave,,,,,,,,,
9531 Saunders Road,"$3,280,000",5,6,68 ft x 120 ft (8280 ft²),Built in 2018 (2 yrs old),"$7,256",Saunders,House,Freehold NonStrata,2 Storey,Heat Recovery Ventilator,120.016,68.00 feet,R2448368,Kathy Xu PREC*,Luxmore Realty,273 Days on REW,"Garage Door Opener, Heat Recovery Ventilator, Private Yard, Security System, Vacuum - Built In",Air Conditioning,"In Suite Laundry, Washer/Dryer/Fridge/Stove/Dishwasher",2,Yes,,,,
9171 No. 4 Road,"$1,199,000",3,2,60 ft x 100 ft (6000 ft²),Built in 1971 (49 yrs old),"$3,232",Saunders,House,Freehold NonStrata,1 Storey,100,60.00 feet,R2440331,Ken Cui PREC*,Nu Stream Realty Inc.,302 Days on REW,Washer/Dryer/Fridge/Stove/Dishwasher,1,,,,,,,,
9400 Francis Road,"$1,799,000",4,2,66 ft x 110 ft (6600 ft²),Built in 1970 (50 yrs old),"$3,880",Saunders,House,Freehold NonStrata,2 Storey,110,66.00 feet,R2418560,Vikas Anand PREC*,RE/MAX Westcoast,417 Days on REW,Hot Water Dispenser,1,,,,,,,,
9380 Francis Road,"$1,799,000",3,3,66 ft x 110 ft (6600 ft²),Built in 1972 (48 yrs old),"$3,563",Saunders,House,Freehold NonStrata,2 Storey,110,66.00 feet,R2418561,Vikas Anand PREC*,RE/MAX Westcoast,417 Days on REW,1,,,,,,,,,
9240 Garden City Road,"$1,299,000",11,4,60 ft x 120 ft (7197 ft²),Built in 1970 (50 yrs old),"$3,885",Saunders,House,Freehold NonStrata,2 Storey,120,60.00 feet,R2524137,Alfred Lam PREC*,LeHomes Realty,12 Days on REW,Central Location,"Recreation Nearby, Shopping Nearby",Washer/Dryer/Fridge/Stove/Dishwasher,,,,,,,
9611 Pinewell Crescent,"$1,668,000",4,2,0 ft x 0 ft (12637 ft²),Built in 1959 (61 yrs old),"$5,349",Saunders,House,Freehold NonStrata,2 Storey,0,0.00 feet,R2523748,John F Coulthard,Macdonald Realty Westmar,13 Days on REW,"Central Location, Private Yard",2,,,,,,,,
6 9219 Williams Road,"$1,158,000",3,3,Built in 2020 (0 yrs old),"$3,000",$293,Saunders,Townhouse,Freehold Strata,3 Storey,R2523707,Ken Phuah PREC*,Saba Realty Ltd.,Chris Thomas,Oakwyn Realty Downtown Ltd.,13 Days on REW,"Drapes/window Coverings, Security - Roughed In, Security System, Vacuum - Roughed In","Central Location, Paved Road, Private Yard","Disposal - Waste, Washer/Dryer/Fridge/Stove/Dishwasher","Central Airconditioning, In Suite Laundry, Playground",1,Yes,,,,
9571 No 4 Road,"$948,000",3,2,49 ft x 100 ft (4930 ft²),Built in 1972 (48 yrs old),"$2,297",Saunders,Duplex,Freehold NonStrata,2 Storey,100,49.29 feet,R2523475,Khalid Hasan PREC*,RE/MAX Westcoast,14 Days on REW,,,,,,,,,,
329 9411 Glendower Drive,"$615,000",3,3,Built in 1970 (50 yrs old),"$1,793",$325,Saunders,Townhouse,Freehold Strata,2 Storey,R2522918,Brian Chow,LeHomes Realty,19 Days on REW,Drapes/window Coverings,Washer/Dryer/Fridge/Stove/Dishwasher,"In Suite Laundry, Storage",1,,,,,,,,
9 8531 Williams Road,"$1,048,000",3,3,Built in 2013 (7 yrs old),"$2,949",$0,Saunders,Townhouse,Freehold Strata,3 Storey,R2521195,Daniel Chen,LeHomes Realty Premier,Sarah Wang PREC*,LeHomes Realty Premier,26 Days on REW,"Garage Door Opener, Security System, Smoke Alarm",Washer/Dryer/Fridge/Stove/Dishwasher,In Suite Laundry,1,,,,,,
24 5631 Steveston Highway,"$1,059,900",3,4,Built in 2022 (-2 yrs old),$0,$238,Steveston North,Townhouse,Freehold Strata,3 Storey,R2524800,Caroline Hong PREC*,Sutton Group-West Coast Realty,6 Days on REW,"Garage Door Opener, Smoke Alarm","Air Conditioning, Private Yard","Microwave, Washer/Dryer/Fridge/Stove/Dishwasher","Garden, In Suite Laundry, Playground",Yes,,,,,,,
10 5631 Steveston Highway,"$1,459,900",4,4,Built in 2022 (-2 yrs old),$0,$304,Steveston North,Townhouse,Freehold Strata,2 Storey,R2524761,Caroline Hong PREC*,Sutton Group-West Coast Realty,6 Days on REW,"Garage Door Opener, Smoke Alarm","Air Conditioning, Private Yard","Microwave, Washer/Dryer/Fridge/Stove/Dishwasher","Central Airconditioning, Garden, In Suite Laundry, Playground",Yes,,,,,,,
10311 2nd Avenue,"$1,580,000",4,4,65 ft x 130 ft (8452 ft²),Built in 1973 (47 yrs old),"$4,975",Steveston North,House,Freehold NonStrata,3 Level Split,130,65.00 feet,R2523549,Sylvie Zhao PREC*,RE/MAX Crest Realty,14 Days on REW,Washer/Dryer/Fridge/Stove/Dishwasher,1,,,,,,,,
5637 Sandiford Place,"$1,599,000",4,3,5475 ft²,Built in 1981 (39 yrs old),"$4,392",Steveston North,House,Freehold NonStrata,2 Storey w/Bsmt.,0.00 feet,R2521982,Sam Chen PREC*,Nu Stream Realty Inc.,24 Days on REW,Washer/Dryer/Fridge/Stove/Dishwasher,2,,,,,,,,,
5020 Hollymount Gate,"$1,680,000",4,3,0 ft x 0 ft (6175 ft²),Built in 1978 (42 yrs old),"$4,046",$307,Steveston North,House,Freehold NonStrata,3 Level Split,0,0.00 feet,R2510125,Andy Dai PREC*,Nu Stream Realty Inc.,69 Days on REW,Drapes/window Coverings,"Garden, Playground",Washer/Dryer/Fridge/Stove/Dishwasher,1,,,,,
13 5631 Steveston Highway,"$1,439,900",4,4,Built in 2022 (-2 yrs old),$0,$308,Steveston North,Townhouse,Freehold Strata,2 Storey,R2507319,Caroline Hong PREC*,Sutton Group-West Coast Realty,78 Days on REW,"Air Conditioning, Garage Door Opener, Smoke Alarm",Private Yard,"Microwave, Washer/Dryer/Fridge/Stove/Dishwasher","Central Airconditioning, Garden, In Suite Laundry, Playground",Yes,,,,,,,
10591 Skagit Drive,"$2,399,000",5,5,60 ft x 117 ft (7100 ft²),Built in 2018 (2 yrs old),"$7,649",Steveston North,House,Freehold NonStrata,2 Storey,117,60.00 feet,R2506556,Layla Yang PREC*,Dracco Pacific Realty,Frank Peng PREC*,Dracco Pacific Realty,82 Days on REW,"Air Conditioning, Central Location, Drapes/window Coverings, Garage Door Opener, Private Yard, Security System, Smoke Alarm, Vacuum - Built In","Golf Course Nearby, Recreation Nearby, Shopping Nearby","Stove, Washer/Dryer/Fridge/Stove/Dishwasher",1,Yes,,,
5320 Williams Road,"$1,880,000",6,5,40 ft x 152 ft (6103 ft²),Built in 1990 (30 yrs old),"$5,320",Steveston North,House,Freehold NonStrata,2 Storey,152.575,40.00 feet,R2476916,Andy Dai PREC*,Nu Stream Realty Inc.,165 Days on REW,Washer/Dryer/Fridge/Stove/Dishwasher,2,,,,,,,,
5611 Steveston Highway,"$2,866,000",4,4,80 ft x 150 ft (11991 ft²),Built in 1967 (53 yrs old),"$7,755",Steveston North,House,Freehold NonStrata,2 Storey,150,80.00 feet,R2417908,Johnson Syyong PREC*,RE/MAX Westcoast,419 Days on REW,"Central Location, Cleared, Drapes/window Coverings, Gravel Road, Greenbelt, Private Yard",Shopping Nearby,4,,,,,,,
5551 Steveston Highway,"$2,235,000",0,2,62 ft x 150 ft (9355 ft²),Built in 1941 (79 yrs old),"$4,505",Steveston North,House,Freehold NonStrata,2 Storey,150,62.37 feet,R2417142,Carmen McCracken,RE/MAX Westcoast,423 Days on REW,Washer/Dryer/Fridge/Stove/Dishwasher,,,,,,,,,
224 3451 Springfield Drive,"$389,900",2,2,Built in 1971 (49 yrs old),"$1,073",$390,Steveston North,Apt/Condo,Freehold Strata,3 Storey,R2524645,Ryan Long PREC*,eXp Realty,Cliff Kusch PREC*,eXp Realty,7 Days on REW,"Drapes/window Coverings, Other - See Remarks, Smoke Alarm, Sprinkler - Fire, Windows - Thermo","Greenbelt, Private Yard, Recreation Nearby, Shopping Nearby","Dishwasher, Refrigerator, Stove","Bike Room, Elevator, Guest Suite, Oudoor Pool, Shared Laundry, Storage",,,,,,
224 3451 Springfield Drive,"$389,900",2,2,Built in 1971 (49 yrs old),"$1,073",$390,Steveston North,Apt/Condo,Freehold Strata,3 Storey,R2524645,Ryan Long PREC*,eXp Realty,Cliff Kusch PREC*,eXp Realty,7 Days on REW,"Drapes/window Coverings, Other - See Remarks, Smoke Alarm, Sprinkler - Fire, Windows - Thermo","Greenbelt, Private Yard, Recreation Nearby, Shopping Nearby","Dishwasher, Refrigerator, Stove","Bike Room, Elevator, Guest Suite, Oudoor Pool, Shared Laundry, Storage",,,,,,
4860 Fortune Avenue,"$2,880,000",5,6,63 ft x 111 ft (7016 ft²),Built in 2020 (0 yrs old),"$4,129",Steveston North,House,Freehold NonStrata,2 Storey,Heat Recovery Ventilator,111.38,63.00 feet,R2522557,Juliette Zhang (YongHong) PREC*,Macdonald Realty Westmar,David Lindsay PREC*,Macdonald Realty Westmar,20 Days on REW,"Heat Recovery Ventilator, Private Setting, Private Yard","Air Conditioning, Marina Nearby, Recreation Nearby, Shopping Nearby",Washer/Dryer/Fridge/Stove/Dishwasher,2,Yes,,
3128 Williams Road,"$4,180,000",5,6,85 ft x 108 ft (9913 ft²),Built in 2015 (5 yrs old),"$11,057",Steveston North,House,Freehold NonStrata,3 Storey,Heat Recovery Ventilator,108.6,85.21 feet,R2520548,Chris Cheng PREC*,Sutton Group - 1st West Realty,31 Days on REW,"Air Conditioning, Heat Recovery Ventilator, Private Yard, Treed, Vacuum - Built In, Vaulted Ceiling, Water Treatment, Wet Bar, Wine Cooler","Garden, Recreation Nearby","Freezer, Range Top, Washer/Dryer/Fridge/Stove/Dishwasher",1,Yes,,,,
11 10171 No. 1 Road,"$1,050,000",3,3,Built in 2007 (13 yrs old),"$2,859",$280,Steveston North,Townhouse,Freehold Strata,2 Storey,R2517294,Willie S Chan PREC*,Pacific Evergreen Realty Ltd.,44 Days on REW,"Drapes/window Coverings, Security System","Golf Course Nearby, Recreation Nearby, Shopping Nearby",Washer/Dryer/Fridge/Stove/Dishwasher,1,,,,,,,,
107 4211 Bayview Street,"$875,000",2,2,Built in 2005 (15 yrs old),"$2,612",$585,Steveston South,Apt/Condo,Freehold Strata,"Corner Unit,Ground Level Unit",R2521249,Kris Kereluk PREC*,Sutton Group-West Coast Realty,26 Days on REW,"Smoke Alarm, Sprinkler - Fire","Central Location, Marina Nearby, Private Setting, Private Yard, Recreation Nearby","Free Standing Fireplace or Woodstove, Microwave, Washer/Dryer/Fridge/Stove/Dishwasher","Club House, Elevator, Exercise Centre, Garden, In Suite Laundry",1,,,,,,,
406 12639 No 2 Road,"$598,800",2,2,Built in 1998 (22 yrs old),"$1,743",$368,Steveston South,Apt/Condo,Freehold Strata,Penthouse,R2525098,Mayur Arora,Oneflatfee.ca,1 Day on REW,Garage Door Opener,Washer/Dryer/Fridge/Stove/Dishwasher,"In Suite Laundry, Recreation Center",1,,,,,,,,
152 6168 London Road,"$718,800",1,2,Built in 2016 (4 yrs old),"$2,063",$408,Steveston South,Apt/Condo,Freehold Strata,2 Storey,R2523989,Austin Kay,RE/MAX Austin Kay Realty,12 Days on REW,Drapes/window Coverings,"Air Conditioning, Marina Nearby, Recreation Nearby, Shopping Nearby",Washer/Dryer/Fridge/Stove/Dishwasher,In Suite Laundry,Yes,,,,,,,
106 12633 No. 2 Road,"$575,000",2,2,Built in 1998 (22 yrs old),"$1,914",$387,Steveston South,Apt/Condo,Freehold Strata,Ground Level Unit,R2523611,Taylor Biggar PREC*,Oakwyn Realty Ltd.,13 Days on REW,"Fireplace Insert, Garage Door Opener, Pantry, Security System, Smoke Alarm, Sprinkler - Fire, Windows - Thermo","Marina Nearby, Recreation Nearby, Rural Setting","Disposal - Waste, Washer/Dryer/Fridge/Stove/Dishwasher","Elevator, In Suite Laundry, Recreation Center",1,,,,,,,
107 4211 Bayview Street,"$875,000",2,2,Built in 2005 (15 yrs old),"$2,612",$585,Steveston South,Apt/Condo,Freehold Strata,"Corner Unit,Ground Level Unit",R2521249,Kris Kereluk PREC*,Sutton Group-West Coast Realty,26 Days on REW,"Smoke Alarm, Sprinkler - Fire","Central Location, Marina Nearby, Private Setting, Private Yard, Recreation Nearby","Free Standing Fireplace or Woodstove, Microwave, Washer/Dryer/Fridge/Stove/Dishwasher","Club House, Elevator, Exercise Centre, Garden, In Suite Laundry",1,,,,,,,
